_id,reportedPercent,truePercent,visType
605384e2c4e37914bcf86b70,40,0.383118685,Type5
6053862ac4e37914bcf86b71,65,0.681292069,Type1
6053865cc4e37914bcf86b72,60,0.681292069,Type5
60538686c4e37914bcf86b73,55,0.562341325,Type1
605386bfc4e37914bcf86b74,70,0.681292069,Type2
605386dfc4e37914bcf86b75,70,0.681292069,Type3
60538717c4e37914bcf86b76,80,0.825404185,Type3
6053873fc4e37914bcf86b77,55,0.562341325,Type5
60538758c4e37914bcf86b78,55,0.562341325,Type4
60538771c4e37914bcf86b79,60,0.464158883,Type4
6053877ec4e37914bcf86b7a,80,0.316227766,Type4
60538783c4e37914bcf86b7b,90,0.681292069,Type4
60538786c4e37914bcf86b7c,35,0.316227766,Type4
6053878ac4e37914bcf86b7d,85,0.825404185,Type4
60538796c4e37914bcf86b7e,50,0.562341325,Type3
605387acc4e37914bcf86b7f,60,0.464158883,Type2
605387b5c4e37914bcf86b80,70,0.681292069,Type2
605387b5c4e37914bcf86b81,30,0.316227766,Type1
605387c7c4e37914bcf86b83,60,0.464158883,Type4
605387c8c4e37914bcf86b84,70,0.681292069,Type4
605387dfc4e37914bcf86b85,30,0.464158883,Type5
605387ecc4e37914bcf86b86,80,0.825404185,Type2
605387f8c4e37914bcf86b87,60,0.681292069,Type2
60538801c4e37914bcf86b88,30,0.316227766,Type3
60538806c4e37914bcf86b89,60,0.562341325,Type1
6053880dc4e37914bcf86b8a,25,0.316227766,Type5
60538813c4e37914bcf86b8b,50,0.562341325,Type2
60538818c4e37914bcf86b8c,30,0.316227766,Type5
6053881fc4e37914bcf86b8d,65,0.681292069,Type1
60538824c4e37914bcf86b8e,30,0.681292069,Type3
60538829c4e37914bcf86b8f,25,0.316227766,Type5
6053883bc4e37914bcf86b90,65,0.681292069,Type1
60538850c4e37914bcf86b91,50,0.562341325,Type2
6053885ac4e37914bcf86b92,20,0.316227766,Type2
60538861c4e37914bcf86b93,30,0.562341325,Type5
60538868c4e37914bcf86b94,30,0.316227766,Type3
6053886ec4e37914bcf86b95,70,0.681292069,Type2
60538870c4e37914bcf86b96,50,0.464158883,Type3
6053887cc4e37914bcf86b97,10,0.261015722,Type5
60538881c4e37914bcf86b98,50,0.562341325,Type3
60538887c4e37914bcf86b99,30,0.316227766,Type4
6053888fc4e37914bcf86b9a,20,0.316227766,Type2
60538894c4e37914bcf86b9b,30,0.464158883,Type3
6053889ac4e37914bcf86b9c,20,0.261015722,Type2
605388a0c4e37914bcf86b9d,80,0.825404185,Type3
605388a5c4e37914bcf86b9e,50,0.562341325,Type4
605388abc4e37914bcf86b9f,80,0.825404185,Type4
605388aec4e37914bcf86ba0,80,0.825404185,Type2
605388b1c4e37914bcf86ba1,30,0.464158883,Type1
605388b3c4e37914bcf86ba2,50,0.562341325,Type4
605388b6c4e37914bcf86ba3,50,0.825404185,Type5
605388bcc4e37914bcf86ba4,10,0.261015722,Type1
605388c4c4e37914bcf86ba5,30,0.464158883,Type5
605388c9c4e37914bcf86ba6,50,0.562341325,Type1
605388ccc4e37914bcf86ba7,40,0.562341325,Type5
605388d0c4e37914bcf86ba8,30,0.464158883,Type1
605388d2c4e37914bcf86ba9,20,0.316227766,Type1
605388d6c4e37914bcf86baa,20,0.261015722,Type5
605388d8c4e37914bcf86bab,20,0.261015722,Type3
605388dec4e37914bcf86bac,90,0.825404185,Type1
605388e0c4e37914bcf86bad,55,0.562341325,Type2
605388e1c4e37914bcf86bae,20,0.261015722,Type4
605388e3c4e37914bcf86baf,20,0.261015722,Type4
605388e7c4e37914bcf86bb0,40,0.681292069,Type5
605388ebc4e37914bcf86bb1,30,0.261015722,Type2
605388edc4e37914bcf86bb2,20,0.261015722,Type1
605388f3c4e37914bcf86bb3,20,0.261015722,Type3
605388fdc4e37914bcf86bb4,10,0.082623233,Type6
60538900c4e37914bcf86bb5,10,0.082623233,Type7
60538907c4e37914bcf86bb6,60,0.680794257,Type7
6053890ac4e37914bcf86bb7,20,0.223599364,Type7
6053890cc4e37914bcf86bb8,10,0.100600962,Type7
6053890ec4e37914bcf86bb9,20,0.138025073,Type7
60538911c4e37914bcf86bba,20,0.138025073,Type6
60538916c4e37914bcf86bbb,40,0.680794257,Type6
6053891bc4e37914bcf86bbc,10,0.100600962,Type6
6053891dc4e37914bcf86bbd,10,0.192040942,Type7
60538921c4e37914bcf86bbe,20,0.220619011,Type6
60538924c4e37914bcf86bbf,10,0.147841652,Type7
60538926c4e37914bcf86bc0,10,0.223599364,Type6
60538928c4e37914bcf86bc1,10,0.192040942,Type6
6053892ac4e37914bcf86bc2,20,0.364316924,Type6
6053892cc4e37914bcf86bc3,20,0.220619011,Type7
6053892fc4e37914bcf86bc4,10,0.121902429,Type7
60538930c4e37914bcf86bc5,10,0.147841652,Type6
60538932c4e37914bcf86bc6,10,0.121902429,Type6
60538935c4e37914bcf86bc7,30,0.364316924,Type7
6053899fc4e37914bcf86bc8,75,0.681292069,Type5
60538a01c4e37914bcf86bc9,55,0.562341325,Type3
60538a24c4e37914bcf86bca,55,0.562341325,Type4
60538a4fc4e37914bcf86bcb,75,0.825404185,Type3
60538a69c4e37914bcf86bcc,80,0.825404185,Type5
60538a90c4e37914bcf86bcd,55,0.562341325,Type5
60538ab9c4e37914bcf86bce,55,0.562341325,Type1
60538ad9c4e37914bcf86bcf,70,0.681292069,Type5
60538af4c4e37914bcf86bd0,70,0.681292069,Type1
60538b34c4e37914bcf86bd1,40,0.562341325,Type3
60538b57c4e37914bcf86bd2,75,0.681292069,Type1
60538b62c4e37914bcf86bd3,65,0.681292069,Type4
60538b7cc4e37914bcf86bd4,65,0.681292069,Type3
60538b81c4e37914bcf86bd5,60,0.562341325,Type2
60538b85c4e37914bcf86bd6,55,0.681292069,Type4
60538b8ac4e37914bcf86bd7,80,0.825404185,Type1
60538bb3c4e37914bcf86bd8,55,0.562341325,Type4
60538bc8c4e37914bcf86bd9,60,0.681292069,Type3
60538bf1c4e37914bcf86bda,80,0.825404185,Type4
60538c02c4e37914bcf86bdb,55,0.562341325,Type3
60538c0ac4e37914bcf86bdc,65,0.681292069,Type5
60538c0fc4e37914bcf86bdd,80,0.825404185,Type1
60538c19c4e37914bcf86bde,70,0.681292069,Type4
60538c1fc4e37914bcf86bdf,70,0.681292069,Type3
60538c25c4e37914bcf86be0,60,0.562341325,Type1
60538c2ec4e37914bcf86be1,80,0.825404185,Type2
60538c32c4e37914bcf86be2,55,0.562341325,Type2
60538c3ac4e37914bcf86be3,45,0.562341325,Type5
60538c3fc4e37914bcf86be4,60,0.681292069,Type2
60538c45c4e37914bcf86be5,75,0.825404185,Type5
60538c4cc4e37914bcf86be6,40,0.316227766,Type2
60538c58c4e37914bcf86be7,45,0.316227766,Type3
60538c5ec4e37914bcf86be8,45,0.316227766,Type1
60538ca6c4e37914bcf86be9,10,0.096543618,Type7
60538cc9c4e37914bcf86bea,20,0.18882036,Type7
60538ceec4e37914bcf86beb,45,0.425325376,Type7
60538d07c4e37914bcf86bec,10,0.119462607,Type7
60538d12c4e37914bcf86bed,10,0.115395107,Type7
60538d43c4e37914bcf86bee,20,0.181018941,Type6
60538d49c4e37914bcf86bef,15,0.115395107,Type6
60538d4fc4e37914bcf86bf0,20,0.174265635,Type6
60538d56c4e37914bcf86bf1,25,0.174265635,Type7
60538d7ec4e37914bcf86bf2,60,0.622017807,Type7
60538da0c4e37914bcf86bf3,10,0.096543618,Type6
60538db8c4e37914bcf86bf4,15,0.119462607,Type6
60538dcec4e37914bcf86bf5,20,0.181018941,Type7
60538de9c4e37914bcf86bf6,25,0.18882036,Type6
60538e04c4e37914bcf86bf7,60,0.622017807,Type6
60538e1bc4e37914bcf86bf8,30,0.28272154,Type7
60538e33c4e37914bcf86bf9,30,0.28272154,Type6
60538e37c4e37914bcf86bfa,25,0.316851699,Type6
60538e3cc4e37914bcf86bfb,35,0.425325376,Type6
60538e45c4e37914bcf86bfc,40,0.316851699,Type7
60538e8bc4e37914bcf86bfd,60,0.562341325,Type2
60538e91c4e37914bcf86bfe,55,0.681292069,Type5
60538ea0c4e37914bcf86bff,35,0.316227766,Type4
60538ea6c4e37914bcf86c00,45,0.383118685,Type2
60538eb1c4e37914bcf86c01,30,0.215443469,Type1
60538ec0c4e37914bcf86c02,30,0.215443469,Type3
60538ec6c4e37914bcf86c03,35,0.464158883,Type5
60538eccc4e37914bcf86c04,50,0.562341325,Type3
60538ed1c4e37914bcf86c05,70,0.681292069,Type1
60538ed5c4e37914bcf86c06,55,0.562341325,Type1
60538eddc4e37914bcf86c07,40,0.261015722,Type3
60538ee3c4e37914bcf86c08,30,0.261015722,Type2
60538eeac4e37914bcf86c09,40,0.316227766,Type1
60538eeec4e37914bcf86c0a,40,0.562341325,Type4
60538ef8c4e37914bcf86c0b,35,0.316227766,Type3
60538f0bc4e37914bcf86c0c,30,0.383118685,Type4
60538f80c4e37914bcf86c0d,50,0.383118685,Type3
60538f83c4e37914bcf86c0e,30,0.383118685,Type5
60538f89c4e37914bcf86c0f,45,0.464158883,Type4
60538f8dc4e37914bcf86c10,40,0.316227766,Type5
60538f90c4e37914bcf86c11,65,0.562341325,Type2
60538f93c4e37914bcf86c12,30,0.215443469,Type5
60538f96c4e37914bcf86c13,30,0.261015722,Type5
60538f99c4e37914bcf86c14,40,0.261015722,Type1
60538f9fc4e37914bcf86c15,55,0.464158883,Type4
60538fa4c4e37914bcf86c16,40,0.316227766,Type2
60538fa7c4e37914bcf86c17,65,0.681292069,Type3
60538fabc4e37914bcf86c18,50,0.464158883,Type2
60538faec4e37914bcf86c19,50,0.464158883,Type1
60538fb5c4e37914bcf86c1a,35,0.261015722,Type4
60538fbdc4e37914bcf86c1b,65,0.681292069,Type4
60538fc1c4e37914bcf86c1c,55,0.464158883,Type3
60538fc7c4e37914bcf86c1d,40,0.464158883,Type5
60538fcbc4e37914bcf86c1e,60,0.562341325,Type2
60538fd0c4e37914bcf86c1f,50,0.562341325,Type5
60538fd4c4e37914bcf86c20,40,0.383118685,Type1
60538fd7c4e37914bcf86c21,50,0.562341325,Type3
60538fddc4e37914bcf86c22,55,0.562341325,Type1
60538fe0c4e37914bcf86c23,50,0.562341325,Type4
60538fe3c4e37914bcf86c24,65,0.681292069,Type2
60538fe8c4e37914bcf86c25,30,0.215443469,Type2
60538febc4e37914bcf86c26,50,0.562341325,Type4
60538feec4e37914bcf86c27,50,0.464158883,Type1
60538ff2c4e37914bcf86c28,50,0.464158883,Type3
60538ff7c4e37914bcf86c29,30,0.215443469,Type4
60538ffac4e37914bcf86c2a,45,0.562341325,Type3
60538fffc4e37914bcf86c2b,45,0.562341325,Type5
60539002c4e37914bcf86c2c,45,0.464158883,Type2
60539005c4e37914bcf86c2d,55,0.562341325,Type1
60539008c4e37914bcf86c2e,55,0.562341325,Type5
6053900ec4e37914bcf86c2f,15,0.108535493,Type6
60539013c4e37914bcf86c30,35,0.242988162,Type7
60539016c4e37914bcf86c31,10,0.108535493,Type7
6053901bc4e37914bcf86c32,45,0.377711495,Type7
60539020c4e37914bcf86c33,35,0.377711495,Type6
60539023c4e37914bcf86c34,35,0.248595196,Type7
60539026c4e37914bcf86c35,30,0.228286717,Type7
6053902bc4e37914bcf86c36,20,0.115553989,Type6
6053902fc4e37914bcf86c37,60,0.555760987,Type6
60539034c4e37914bcf86c38,60,0.555760987,Type7
60539038c4e37914bcf86c39,25,0.139802286,Type7
60539040c4e37914bcf86c3a,15,0.139802286,Type6
60539045c4e37914bcf86c3b,25,0.228286717,Type6
60539049c4e37914bcf86c3c,28,0.242988162,Type6
6053904ec4e37914bcf86c3d,20,0.115553989,Type7
60539052c4e37914bcf86c3e,35,0.297876554,Type7
60539059c4e37914bcf86c3f,20,0.151997605,Type7
6053905fc4e37914bcf86c40,30,0.297876554,Type6
60539062c4e37914bcf86c41,35,0.248595196,Type6
60539065c4e37914bcf86c42,20,0.151997605,Type6
6053920ec4e37914bcf86c43,20,0.316227766,Type4
6053922dc4e37914bcf86c45,50,0.562341325,Type3
6053924bc4e37914bcf86c48,70,0.825404185,Type3
60539288c4e37914bcf86c4c,80,0.825404185,Type5
6053928cc4e37914bcf86c4d,90,0.316227766,Type4
60539296c4e37914bcf86c4e,60,0.316227766,Type4
6053929cc4e37914bcf86c4f,10,0.562341325,Type1
605392a4c4e37914bcf86c50,50,0.316227766,Type2
605392b1c4e37914bcf86c51,10,0.825404185,Type4
605392c4c4e37914bcf86c52,40,0.316227766,Type3
605392c6c4e37914bcf86c53,10,0.825404185,Type1
605392cac4e37914bcf86c54,70,0.316227766,Type3
605392cfc4e37914bcf86c55,90,0.681292069,Type5
605392d2c4e37914bcf86c56,50,0.316227766,Type3
605392dbc4e37914bcf86c58,60,0.316227766,Type5
605392dec4e37914bcf86c59,50,0.316227766,Type3
605392e5c4e37914bcf86c5a,20,0.562341325,Type4
605392efc4e37914bcf86c5b,40,0.562341325,Type2
605392f2c4e37914bcf86c5c,10,0.825404185,Type1
60539302c4e37914bcf86c5d,15,0.562341325,Type5
60539305c4e37914bcf86c5e,80,0.316227766,Type2
60539309c4e37914bcf86c5f,20,0.825404185,Type1
60539311c4e37914bcf86c60,66,0.681292069,Type1
6053932ec4e37914bcf86c61,20,0.562341325,Type4
6053933fc4e37914bcf86c64,20,0.681292069,Type3
60539343c4e37914bcf86c65,10,0.316227766,Type1
6053934fc4e37914bcf86c66,60,0.316227766,Type5
60539351c4e37914bcf86c67,10,0.316227766,Type1
60539354c4e37914bcf86c68,60,0.562341325,Type3
60539357c4e37914bcf86c69,10,0.825404185,Type5
6053935ac4e37914bcf86c6a,60,0.316227766,Type5
6053935dc4e37914bcf86c6b,10,0.316227766,Type1
60539360c4e37914bcf86c6c,70,0.825404185,Type3
60539363c4e37914bcf86c6d,30,0.562341325,Type1
60539366c4e37914bcf86c6e,60,0.562341325,Type2
6053936bc4e37914bcf86c6f,25,0.316227766,Type5
60539370c4e37914bcf86c70,50,0.316227766,Type4
60539373c4e37914bcf86c71,55,0.681292069,Type4
60539b23c4e37914bcf86c72,50,0.316227766,Type5
6053a837c4e37914bcf86c73,20,0.316227766,Type4
6053a848c4e37914bcf86c74,20,0.316227766,Type3
6053a852c4e37914bcf86c75,50,0.464158883,Type5
6053a855c4e37914bcf86c76,20,0.383118685,Type2
6053a859c4e37914bcf86c77,25,0.316227766,Type4
6053a866c4e37914bcf86c78,35,0.383118685,Type3
6053a86ac4e37914bcf86c79,20,0.316227766,Type2
6053a86fc4e37914bcf86c7a,35,0.316227766,Type1
6053a87ec4e37914bcf86c7b,40,0.383118685,Type4
6053a88ec4e37914bcf86c7c,80,0.681292069,Type1
6053a892c4e37914bcf86c7d,20,0.316227766,Type4
6053a896c4e37914bcf86c7e,20,0.316227766,Type5
6053a8bfc4e37914bcf86c7f,90,0.681292069,Type2
6053a8f2c4e37914bcf86c80,20,0.383118685,Type3
6053a8f5c4e37914bcf86c81,25,0.464158883,Type2
6053a8fcc4e37914bcf86c82,50,0.681292069,Type3
6053a8ffc4e37914bcf86c83,25,0.316227766,Type3
6053a905c4e37914bcf86c84,60,0.681292069,Type4
