0,male,19,0,0.4,0.46808510638297873
1,male,19,1,0.45,0.42592592592592593
2,male,19,2,.33,0.20689655172413793
3,male,19,1,.8,0.8571428571428571
4,male,19,0,1,1
5,male,19,1,.4,0.4375
6,male,19,2,.8,0.7368421052631579
7,male,19,1,.15,0.1414141414141414
8,male,19,2,0,0
9,male,19,0,.33,0.3275862068965517
10,male,19,0,.05,0.04918032786885246
11,male,19,1,.13,0.125
12,male,19,2,.9,0.825
13,male,19,2,.5,0.39622641509433965
14,male,19,1,.5,0.5283018867924528
15,male,19,2,0,0
16,male,19,1,.8,0.7777777777777778
17,male,19,2,.93,0.7636363636363637
18,male,19,1,.45,0.28735632183908044
19,male,19,2,.75,0.6382978723404256
20,male,19,1,.1,0.08333333333333333
21,male,19,1,.97,0.97
22,male,19,2,1,0.9482758620689655
23,male,19,1,.9,0.855072463768116
24,male,19,0,.6,0.6020408163265306
25,male,19,0,0.05,0.04477611940298507
26,male,19,0,0.08,0.04918032786885246
27,male,19,1,.66,0.6292134831460674
28,male,19,1,0.08,0.05102040816326531
29,male,19,0,0.28,0.3157894736842105
30,male,19,0,1,0.7586206896551724
31,male,19,1,.25,0.23333333333333334
32,male,19,0,.70,0.5909090909090909
33,male,19,1,.5,0.43617021276595747
34,male,19,2,0.05,0.03571428571428571
35,male,19,2,0,0
36,male,19,0,.9,0.8529411764705882
37,male,19,0,0.33,0.2962962962962963
38,male,19,2,.8,0.5894736842105263
39,male,19,0,0.03,0.03571428571428571
40,male,19,1,.45,0.42528735632183906
41,male,19,0,.97,0.9242424242424242
42,male,19,2,.66,0.6195652173913043
43,male,19,0,.7,0.6666666666666666
44,male,19,2,.5,0.5081967213114754
45,male,19,1,0.96,0.9393939393939394
46,male,19,0,0.95,0.7037037037037037
47,male,19,1,0.6,0.6
48,male,19,1,0.8,0.5918367346938775
49,male,19,0,.66,0.6
50,male,19,2,0.6,0.47368421052631576
51,male,19,2,0.6,0.4788732394366197
52,male,19,2,0.2,0.11235955056179775
53,male,19,1,0.5,0.5
54,male,19,0,0.25,0.20512820512820512
55,male,19,2,0.9,0.5918367346938775
56,male,19,0,0.95,0.8923076923076924
57,male,19,0,0.7,0.6346153846153846
58,male,19,2,0.5,0.4838709677419355
59,male,19,2,0.66,0.5333333333333333
