0,male,18,1,.01,0.014925373134328358
1,male,18,0,.125,0.10126582278481013
2,male,18,2,.25,0.17582417582417584
3,male,18,0,.85,0.8888888888888888
4,male,18,0,.625,0.8860759493670886
5,male,18,0,.25,0.26153846153846155
6,male,18,1,.02,0.02127659574468085
7,male,18,2,.45,0.3625
8,male,18,0,.66,0.5555555555555556
9,male,18,1,.833,0.8292682926829268
10,male,18,1,.45,0.5483870967741935
11,male,18,2,.4,0.35064935064935066
12,male,18,2,.7,0.5833333333333334
13,male,18,0,1,0.8888888888888888
14,male,18,2,.35,0.2702702702702703
15,male,18,1,.833,0.810126582278481
16,male,18,0,.8,0.8202247191011236
17,male,18,1,0,0
18,male,18,2,.875,0.7093023255813954
19,male,18,0,.125,0.14285714285714285
20,male,18,0,.02,0
21,male,18,2,.085,0.03529411764705882
22,male,18,1,.55,0.49382716049382713
23,male,18,2,.6,0.46153846153846156
24,male,18,0,.95,0.9512195121951219
25,male,18,1,.25,0.24719101123595505
26,male,18,1,.09,0.05714285714285714
27,male,18,2,.5,0.45454545454545453
28,male,18,1,.2,0.14545454545454545
29,male,18,0,.5,0.3870967741935484
30,male,18,1,.66,0.6530612244897959
31,male,18,0,.9,0.9210526315789473
32,male,18,2,.325,0.2159090909090909
33,male,18,2,.55,0.422680412371134
34,male,18,2,.8,0.5913978494623656
35,male,18,2,.4,0.26136363636363635
36,male,18,2,.0125,0.011627906976744186
37,male,18,2,.97,0.8804347826086957
38,male,18,0,.6,0.5773195876288659
39,male,18,1,.43,0.4329896907216495
40,male,18,0,.375,0.4166666666666667
41,male,18,0,.66,0.6666666666666666
42,male,18,0,.6,0.6190476190476191
43,male,18,0,.9,0.8688524590163934
44,male,18,1,.4,0.4470588235294118
45,male,18,2,.67,0.5333333333333333
46,male,18,2,.9,0.8245614035087719
47,male,18,0,.15,0.12
48,male,18,1,.25,0.4230769230769231
49,male,18,1,.88,0.8823529411764706
50,male,18,2,0,0
51,male,18,0,.9,0.8181818181818182
52,male,18,0,.775,0.8271604938271605
53,male,18,1,.085,0.037037037037037035
54,male,18,2,.99,1
55,male,18,1,.93,0.8791208791208791
56,male,18,2,.98,0.9090909090909091
57,male,18,1,.125,0.13414634146341464
58,male,18,1,.33,0.3559322033898305
59,male,18,1,.95,0.9325842696629213
