0,female,23,0,.29,0.2
1,female,23,1,.2,0.8142857142857143
2,female,23,2,.5,0.4125
3,female,23,0,.2,0.22916666666666666
4,female,23,0,.65,0.6868686868686869
5,female,23,2,.66,0.4057971014492754
6,female,23,1,.1,0.08
7,female,23,0,.5,0.4647887323943662
8,female,23,0,.9,0.7752808988764045
9,female,23,1,.05,0.03636363636363636
10,female,23,0,.9,0.8235294117647058
11,female,23,2,.1,0.07692307692307693
12,female,23,1,.25,0.2191780821917808
13,female,23,0,.67,0.5
14,female,23,1,.5,0.5
15,female,23,1,.75,0.7653061224489796
16,female,23,1,.33,0.27848101265822783
17,female,23,2,1,1
18,female,23,0,.25,0.29545454545454547
19,female,23,2,.25,0.1717171717171717
20,female,23,0,.07,0.11267605633802817
21,female,23,0,.9,0.9292929292929293
22,female,23,2,.1,0.03333333333333333
23,female,23,2,.15,0.09090909090909091
24,female,23,0,.05,0.07228915662650602
25,female,23,0,.11,0.058823529411764705
26,female,23,2,.4,0.29411764705882354
27,female,23,1,.45,0.40476190476190477
28,female,23,2,.85,0.15053763440860216
29,female,23,0,.87,0.9375
30,female,23,2,.95,0.8780487804878049
31,female,23,2,.37,0.29347826086956524
32,female,23,0,.04,0.0196078431372549
33,female,23,0,.44,0.4329896907216495
34,female,23,2,.8,0.7088607594936709
35,female,23,2,.8,0.7368421052631579
36,female,23,0,.5,0.4576271186440678
37,female,23,1,.13,0.11
38,female,23,2,.5,0.423728813559322
39,female,23,2,.75,0.6024096385542169
40,female,23,0,.92,0.9222222222222223
41,female,23,1,.78,0.36082474226804123
42,female,23,1,.6,0.6065573770491803
43,female,23,2,.33,0.2727272727272727
44,female,23,0,.2,0.14705882352941177
45,female,23,2,.85,0.7701149425287356
46,female,23,1,.75,0.6666666666666666
47,female,23,2,.6,0.5909090909090909
48,female,23,0,.36,0.6153846153846154
49,female,23,0,.55,0.5737704918032787
50,female,23,1,.33,0.27906976744186046
51,female,23,2,.9,0.7090909090909091
52,female,23,2,.05,0.04
53,female,23,1,.85,0.7666666666666667
54,female,23,1,.67,0.6428571428571429
55,female,23,1,.55,0.5454545454545454
56,female,23,1,.55,0.5263157894736842
57,female,23,1,.3,0.32
58,female,23,1,.99,1
59,female,23,1,.8,0.7468354430379747
